"Priority","Organization","Project","Type","Subsidy","Matching","Total","Start_date","End_date","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords","LAU1_CODE","LAU1_NAME"
"P2","National Offenders Management Services","New Day Convergence P2","ESF",8450000,0,13000000,"09/2009","11/2012","Wales","Wales","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"P3","WAG DCELLS Lifelong Learning and Skills","Modern Apprenticeship World Class Skills For A Knowledge Economy","ESF",52877529,0,97848870,"08/2007","08/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","Modern Skills Diploma","ESF",2901102,0,5059473,"08/2007","08/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DCELLS Lifelong Learning and Skills","Reach The Heights Routes To The Summit","ESF",7189231,0,12625655,"12/2008","09/2013","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DCELLS Lifelong Learning and Skills","Reach The Heights First Footholds","ESF",9114256,0,16713924,"04/2008","09/2013","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG The Economic Development Group within DEandT","Office Developments at SA1 Swansea Waterfront","ERDF",29472,0,29472,"09/2009","03/2013","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","Customer Engagement","ERDF",16670943,0,31732948,"01/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","Customer Engagement (Comp)","ERDF",953497,0,8833445,"01/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG The Economic Development Group within DEandT","Valleys Regional Park","ERDF",12402070,0,18503150,"05/2009","07/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","Business Growth","ERDF",2707667,0,10798159,"10/2008","09/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P6","WAG The Economic Development Group within DEandT","Spatial European Teams ERDF Convergence","ERDF",912251,0,1824502,"01/2008","09/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG The Economic Development Group within DEandT","Spatial European Teams ERDF Competitiveness","ERDF",70946,0,141892,"01/2008","07/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG The Economic Development Group within DEandT","Spatial European Teams ESF Convergence","ESF",774923,0,1549849,"01/2008","07/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG The Economic Development Group within DEandT","Spatial European Teams ESF Competitiveness","ESF",64242,0,128484,"01/2008","09/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","IT for Rural Enterprises","ESF",40578,0,40578,"04/2009","03/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","Business Growth (Comp)","ERDF",219979,0,8209300,"10/2008","09/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","Enterprise Networks","ERDF",4686751,0,18751541,"01/2009","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG Heritage","Heritage Tourism","ERDF",8547803,0,18999853,"06/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG DCELLS Lifelong Learning and Skills","IT for Rural Enterprises RCE","ESF",12722,0,12722,"04/2009","03/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG The Economic Development Group within DEandT","ECrime Wales","ERDF",1048026,0,2051051,"04/2008","02/2012","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG Heritage","Sustainable Tourism","ERDF",8206477,0,18912986,"07/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG Heritage","Coastal Tourism","ERDF",8745639,0,18800545,"07/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG DESH Regeneration","Physical Regeneration In North West Wales","ERDF",21033606,0,38412262,"01/2007","07/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","Enhancing Leadership and Management Skills","ESF",8855158,0,21063212,"04/2009","12/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG The Economic Development Group within DEandT","Business Innovation Support Competitiveness","ERDF",4844062,0,9836259,"02/2009","01/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG The Economic Development Group within DEandT","Business Innovation Support","ERDF",6735504,0,14025321,"02/2009","01/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG The Economic Development Group within DEandT","eBusiness And ICT Support","ERDF",1761383,0,4949016,"09/2008","03/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG DCELLS Lifelong Learning and Skills","Genesis Cymru Wales 2 Convergence","ESF",30800000,0,55803000,"10/2008","06/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DCELLS Lifelong Learning and Skills","Genesis Cymru Wales 2 RCE","ESF",5100000,0,12750000,"10/2008","09/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","Essential Skills in the Workplace","ESF",9409378,0,15176415,"10/2010","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DCELLS Lifelong Learning and Skills","Minority Ethnic Learning and Achievement Project","ESF",2628985,0,4823031,"08/2010","01/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG The Economic Development Group within DEandT","Severn Valley Strategic Regeneration","ERDF",2858591,0,5391077,"04/2009","07/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG The Economic Development Group within DEandT","Technium Pan-Wales","ERDF",1392811,0,5706851,"04/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","Fairbridge De Cymru","Think Differently Priority 1 ESF Convergence","ESF",59685,0,106789,"06/2009","08/2010","Wales","Wales","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"P2","WAG DCELLS Lifelong Learning and Skills","Enhancing Leadership and Management Skills in Wales RCE","ESF",5731051,0,17131355,"04/2009","12/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","Sector Priorities Fund","ESF",8507191,0,11445748,"04/2009","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG The Economic Development Group within DEandT","Heads of the Valley Tourism","ERDF",0,0,0,"N/A","12/2012","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG DCELLS Lifelong Learning and Skills","Essential Skills in the Workplace RCE","ESF",2601671,0,6504178,"10/2010","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG The Economic Development Group within DEandT","E-Business and ICT Support (Competitiveness)","ERDF",244518,0,1220916,"04/2009","03/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG DESH Regeneration","Strategic Regeneration of Blaenau Ffestiniog","ERDF",3118742,0,4513232,"03/2010","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG Social Justice","Communities Two Point Zero","ERDF",9941587,0,19401418,"12/2008","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","Valleys Rail Strengthening","ERDF",9424472,0,21196213,"04/2008","03/2013","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management North West","ERDF",6567806,0,14359000,"08/2007","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management Central","ERDF",8974188,0,19620000,"12/2008","06/2012","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management North East","ERDF",6992731,0,15288000,"01/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management Pembrokeshire and Swansea","ERDF",4915678,0,10747000,"01/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management South East","ERDF",4061296,0,8879000,"01/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management Pan Wales","ERDF",4563023,0,9976000,"12/2008","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P6","WAG DEandT WEFO","WEFO TA ERDF Convergence","ERDF",5407438,0,9734437,"04/2008","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG DEandT WEFO","WEFO TA ERDF Competitiveness","ERDF",346999,0,624698,"04/2008","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT WEFO","WEFO TA ESF Competitiveness","ESF",279499,0,503098,"04/2008","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG DEandT WEFO","WEFO TA ESF Convergence","ESF",3606832,0,6492175,"04/2008","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Ynnir Fro (Convergence)","ERDF",2576603,0,3898974,"11/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DESH Climate Change","Ynnir Fro (Comp)","ERDF",323316,0,761367,"12/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","SIF Advance Technology Growth Fund","ERDF",8191,0,30024,"02/2010","02/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","SIF Investments with Environmental and Energy Saving Benefits","ERDF",7746,0,24413,"04/2010","02/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","SIF Enhancement Areas","ERDF",7150,0,24834,"04/2010","11/2010","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","Export Assist","ERDF",2836044,0,5672087,"04/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG Social Justice","The Peer Mentoring Programme Convergence Priority 2","ESF",9099112,0,15535257,"10/2009","07/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG Social Justice","The Peer Mentoring Programme RCE P1","ESF",2068702,0,4321073,"10/2009","07/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","Skills Growth Wales","ESF",44940000,0,75791000,"01/2009","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG DCELLS Lifelong Learning and Skills","Skills Growth Wales Competitiveness","ESF",12000000,0,38049000,"01/2009","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","Central Valleys Bargoed to Rhymney","ERDF",5736694,0,10462692,"04/2012","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG The Economic Development Group within DEandT","R D and I Financial Support for Business","ERDF",7559278,0,16164872,"12/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG Waste Strategy Branch","Resource Efficiency and Industrial Symbiosis","ERDF",835296,0,1466381,"12/2009","09/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG Department for Public Services and Performance","Local Service Board Development and Priority Delivery P4","ESF",10026011,0,17099513,"10/2010","05/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DESH Climate Change","Flood and Coastal Risk Management - Competitiveness","ERDF",6000000,0,13294925,"08/2009","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","A40 Penblewin to Slebech Park Improvements","ERDF",20106905,0,37195403,"01/2007","12/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG Heritage","Digital Tourism Business Framework","ERDF",4326812,0,7755709,"01/2010","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","A5 Pont Melin Rug","ERDF",2486932,0,5126397,"01/2007","04/2010","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","A470 Llanrwst to Hafod Improvements","ERDF",2595716,0,4686577,"01/2007","04/2010","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","A470 Blaenau Ffestiniog","ERDF",7016932,0,13368875,"01/2007","04/2010","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","Career Choices Dewis Gyrfa Ltd","Careers Information Advice and Guidance CIAG","ESF",4532043,0,6973618,"04/2010","09/2014","Wales","Wales","Second","Torfaen","Cwmbran","NP44 3AB","51.6316023","-3.0093019","UKL1606","Torfaen"
"P1","WAG DCELLS Lifelong Learning and Skills","Pathways to Apprenticeships","ESF",14000000,0,18666666,"07/2010","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management Caerphilly","ERDF",3285728,0,4094365,"01/2007","12/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","A465 Head of the Valleys Dualling Scheme","ERDF",81762307,0,146317895,"04/2008","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG The Economic Development Group within DEandT","Strategic Employment Sites Infrastructure Fund","ERDF",2601352,0,7225978,"03/2011","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG Finance","Financial Leadership Network","ESF",2128169,0,2608472,"12/2009","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","Wales Station Improvement Programme","ERDF",21370242,0,39905754,"05/2007","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG Heritage","Destination Marketing","ERDF",3919066,0,6772019,"10/2010","06/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG Value Wales Finance","Transforming Procurement through HomeGrown Talent","ESF",5536403,0,10368199,"08/2010","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Flood and Coastal Risk Management Ceredigion","ERDF",4490000,0,5590000,"02/2007","09/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG Social Justice","Credit Union Support Project Phase 2","ERDF",1880761,0,3094388,"11/2010","12/2013","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P4","WAG DESH Climate Change","Arbed Phase 2 Convergence","ERDF",28770860,0,36608687,"07/2011","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG The Economic Development Group within DEandT","RD and I Financial Support for Business Competitiveness","ERDF",4953355,0,11478066,"03/2012","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","DCELLS ESF Technical Assistance Competitiveness","ESF",48258,0,48258,"10/2010","11/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG DCELLS Lifelong Learning and Skills","DCELLS ESF Technical Assistance Convergence","ESF",103621,0,103621,"10/2010","11/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DESH Climate Change","Arbed Phase 2 Competitiveness","ERDF",4411536,0,8771825,"09/2011","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG DCELLS Lifelong Learning and Skills","World Class Apprenticeships in East Wales","ESF",5000000,0,12499999,"08/2009","08/2011","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","WAG Heritage","Destination Marketing (Competitiveness)","ERDF",392218,0,3646471,"10/2010","06/2014","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DEandT Transport","Next Generation Broadband for Wales Convergence","ERDF",80000000,0,142374090,"09/2013","12/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DEandT Transport","Next Generation Broadband for Wales Competitiveness","ERDF",9500000,0,24050633,"06/2012","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DCELLS Lifelong Learning and Skills","World Class Apprenticeships for Economic Renewal","ESF",75700000,0,100933333,"08/2011","04/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DCELLS Lifelong Learning and Skills","World Class Traineeships with engagement for Young People","ESF",32699998,0,43599998,"08/2011","04/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","Caerphilly and Taff-Rhondda Rail Turnbacks","ERDF",5793007,0,10660687,"02/2013","03/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P6","WAG The Economic Development Group within DEandT","BETS ERDF Technical Assistance Convergence","ERDF",274237,0,503444,"01/2012","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P5","WAG The Economic Development Group within DEandT","BETS ERDF Technical Assistance Competitiveness","ERDF",111590,0,203168,"01/2012","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","Rhyl City Strategy","Fit for Work","ESF",896854,0,1259542,"01/2013","06/2015","Wales","Wales","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"P2","WAG DCELLS Lifelong Learning and Skills","Jobs Growth Wales Convergence","ESF",30000000,0,48056676,"04/2012","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P1","WAG DCELLS Lifelong Learning and Skills","Jobs Growth Wales Competitiveness","ESF",3000000,0,13935426,"04/2012","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P3","WAG DEandT Transport","Gowerton Redoubling","ERDF",13040797,0,24311702,"02/2012","06/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P6","WAG DEandT Transport","RailCapitalProgrammeTechinalAssistanceProject","ERDF",76382,0,121661,"07/2014","09/2015","Wales","Wales","Fourth","Gwynedd","Caernarfon","LL55 1EP","53.1409633","-4.2726317","UKL1200","Gwynedd"
"P2","Denbighshire County Borough Council","New Work Connections","ESF",9169540,0,16808936,"03/2010","06/2014","Wales","Wales","First","N/A","Rhyl","LL18","53.3153856","-3.4989634","UKL1305","Denbighshire"
"P3","Denbighshire County Borough Council","Denbighshire High Quality Business Accommodation","ERDF",531109,0,1154109,"04/2011","10/2014","Wales","Wales","First","N/A","Rhyl","LL18","53.3153856","-3.4989634","UKL1305","Denbighshire"
"P2","Neath Port Talbot County Borough Council","South West Workways","ESF",18133775,0,23174099,"04/2009","12/2014","Wales","Wales","First","Neath Port Talbot","Port Talbot","SA13 1PJ","51.5978448","-3.7839653","UKL1706","Neath Port Talbot"
"P2","New Sandfields Aberavon","STRIDES Alliance Partnership","ESF",2002359,0,3144902,"01/2010","03/2015","Wales","Wales","First","Neath Port Talbot","Port Talbot","SA12 6BU","51.5898103","-3.7988426","UKL1706","Neath Port Talbot"
"P3","Neath Port Talbot County Borough Council","Harbour Way","ERDF",55957799,0,96528892,"01/2007","06/2015","Wales","Wales","First","Neath Port Talbot","Port Talbot","SA13 1PJ","51.5978448","-3.7839653","UKL1706","Neath Port Talbot"
"P1","Neath Port Talbot County Borough Council","Engage","ESF",11014596,0,21164964,"06/2009","11/2012","Wales","Wales","First","Neath Port Talbot","Port Talbot","SA13 1PJ","51.5978448","-3.7839653","UKL1706","Neath Port Talbot"
"P5","Neath Port Talbot County Borough Council","Neath Port Talbot Regeneration","ERDF",9566087,0,14746271,"03/2010","06/2015","Wales","Wales","First","Neath Port Talbot","Port Talbot","SA13 1PJ","51.5978448","-3.7839653","UKL1706","Neath Port Talbot"
"P2","University of Wales Newport","QWEST for Employment Convergence P2","ESF",8001675,0,12567621,"04/2009","12/2014","Wales","Wales","First","Newport","Newport","NP20","51.5795423","-2.9846896","UKL2104","Newport"
"P4","Newport City Council","Pillgwenlly Regeneration Initiative","ERDF",2145101,0,5913834,"02/2011","09/2015","Wales","Wales","First","Newport","Newport","NP20 4UR","51.5888649","-3.0058111","UKL2104","Newport"
"P5","Community Housing Cymru","Building Enterprise","ERDF",900000,0,1000000,"06/2013","05/2015","Wales","Wales","First","Newport","Newport","NP20 2FG","51.5770651","-2.9906866","UKL2104","Newport"
"P4","Waste and Resources Action Programme","Accelerating Reprocessing Infrastructure Development","ERDF",5918167,0,14255486,"09/2011","06/2015","Wales","Wales","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"P1","Pembrokeshire County Council","Gypsy Traveller Learning and Future Employment Project","ESF",2321568,0,4182148,"09/2009","09/2012","Wales","Wales","First","Pembrokeshire","Haverfordwest","SA61","51.8016186","-4.9657936","UKL1408","Pembrokeshire"
"P4","Pembrokeshire County Council","South West Wales Materials Efficiency Project","ERDF",3910003,0,6573585,"01/2012","06/2015","Wales","Wales","First","Pembrokeshire","Haverfordwest","SA61","51.8016186","-4.9657936","UKL1408","Pembrokeshire"
