"Priority","Organization","Project","Type","Subsidy","Matching","Total","Start_date","End_date","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P1","The Wise Group","Transitional Employment (TE)","ESF","464709","N/A","1222918","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","The Wise Group","Transitional Employment","ESF","480038","N/A","1371536","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","The Wise Group","RooP","ESF","358977","N/A","968125","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","Tullochan Trust","Fit for Life","ESF","110050","N/A","248870","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Dunbartonshire","Dumbarton","G82 3PW","55.9720234","-4.5774166"
"P1","Tullochan Trust","Heads Up","ESF","91013","N/A","202251","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Dunbartonshire","Dumbarton","G82 3PW","55.9720234","-4.5774166"
"P1","Venture Trust","The Venture Trust: A Chance for Change","ESF","214150","N/A","475889","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - Chance For Change","ESF","282210","N/A","648759","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - A Chance For Change","ESF","233155","N/A","552763","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - New Chances For Change","ESF","225611","N/A","616536","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - Inspiring Young Futures","ESF","915225","N/A","2786910","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","West Dunbartonshire Council","West Dunbartonshire Employability Programme","ESF","2211514","N/A","5286992","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Dunbartonshire","Dumbarton","G82 3PU","55.9450925","-4.5646258"
"P1","West Fife Enterprise Limited","Quest For Employment","ESF","821515","N/A","1910500","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Dunfermline","KY12 8TL","56.0603362","-3.5983347"
"P1","West Lothian Council","West Lothian Partnership Project - Connecting with jobs","ESF","1711848","N/A","4272619","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Lothian","Livingston","EH54","55.8880724","-3.5164534"
"P1","Women Onto Work","Women Onto Work","ESF","465034","N/A","1033411","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7","55.9609629","-3.1644052"
"P1","Work Track","Work Track - Edinburgh","ESF","147272","N/A","327272","N/A","N/A","Scotland","Lowlands and Uplands","Second","Orkney","Kirkwall","KW15 1UF","58.9984301","-2.9251604"
"P1","Workers' Educational Association","JRT JobRotation (Ayrshire)","ESF","429683","N/A","1048009","N/A","N/A","Scotland","Lowlands and Uplands","Second","Highland","Inverness","IV1 1DR","57.4785912","-4.2269155"
"P2","Aberdeenshire Council","North East Work Skills","ESF","279376","N/A","642376","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeenshire","Inverurie","AB51","57.2840705","-2.3918716"
"P2","Angus College","Working Together: Developing Skills for Migrant Workers","ESF","196595","N/A","458973","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P2","AYR COLLEGE","UPSKILLING THE AYRSHIRE WORKFORCE","ESF","141039","N/A","327998","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Ayrshire","Ayr","KA8 0EU","55.4600011","-4.6195923"
"P2","AYR COLLEGE","Upskilling the Ayrshire Workforce 2009","ESF","141039","N/A","327998","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Ayrshire","Ayr","KA8 0EU","55.4600011","-4.6195923"
"P2","Central College","INSTEP","ESF","483053","N/A","1073452","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P2","Central College","RENEW","ESF","663319","N/A","1677828","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P2","Coatbridge College","Sustainable Employment for the Care Sector","ESF","84115","N/A","210288","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Coatbridge","ML5","55.8639821","-4.0159301"
"P2","East Ayrshire Council","Sustainable Employment","ESF","80132","N/A","200330","N/A","N/A","Scotland","Lowlands and Uplands","Second","East Ayrshire","Galston","KA4 8AA","55.6006357","-4.3836242"
"P2","Edinburgh Business Development","Social Enterprise Skills Programme","ESF","138908","N/A","308684","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7","55.9615278","-3.1810872"
"P2","Edinburgh Napier University","Scottish Resource Centre for Women in SET","ESF","216761","N/A","535410","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH14 1DJ","55.9180109","-3.2395732"
"P2","ENABLE Scotland","Moving Forward","ESF","780666","N/A","1815087","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH16 4TD","55.9263534","-3.1541856"
"P2","Fife Council","Fife CPP Upskilling the Workforce","ESF","95570","N/A","227473","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4 8AJ","56.0845546","-3.37538"
"P2","Glasgow City Council","Metro West Business Subsidy","ESF","273353","N/A","1049986","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P2","Glasgow City Council","Skills and Business Growth","ESF","1066734","N/A","2807195","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P2","Glasgow Clyde College","Up-skill In Care","ESF","239186","N/A","531526","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P2","Glasgow Clyde College","Up-skill the Workforce","ESF","351287","N/A","780638","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P2","Glasgow Kelvin College","Lowlands and Uplands Trade Union Education","ESF","88453","N/A","214342","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G21 4TD","55.879811","-4.2293712"
"P2","Glasgow Kelvin College","TU Education:Increasing Core Skills in the Workplace","ESF","98949","N/A","235593","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G21 4TD","55.879811","-4.2293712"
"P2","Glasgow Kelvin College","Workplace Learning: Trade Union Education","ESF","100364","N/A","238962","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G21 4TD","55.879811","-4.2293712"
"P2","Intowork","Higher Support Needs: Progressing through Employment","ESF","284012","N/A","741168","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 5QY","55.9613508","-3.1667863"
"P2","Kibble Education and Care","Men Care Too","ESF","439735","N/A","1099339","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 2LH","55.8569275","-4.4375798"
"P2","Midlothian Council","Employment Development & Upskilling Project - MC","ESF","231302","N/A","544241","N/A","N/A","Scotland","Lowlands and Uplands","Second","Midlothian","Dalkeith","EH22 1DN","55.8923073","-3.2103091"
"P2","Momentum Scotland","Pathways - Early Intervention/ Job Retention Project","ESF","91140","N/A","264174","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P2","Momentum Scotland","Pathways Aberdeen- Early Intervention/ Job Retention Project","ESF","141721","N/A","508441","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P2","Momentum Scotland","Momentum Work Choice (Retention)","ESF","267672","N/A","669180","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P2","Momentum Scotland","ESTeam Job Retention1","ESF","304510","N/A","776812","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P2","North Ayrshire Council","Skills for Growth","ESF","277801","N/A","731056","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Ayrshire","Isle of Cumbrae","KA28","55.7535865","-4.9286167"
"P2","Perth College","CFE - Growing Enterprise and Management Skills","ESF","85581","N/A","213953","N/A","N/A","Scotland","Lowlands and Uplands","Second","Perth and Kinross","Perth","PH1","56.4063083","-3.4626449"
"P2","Renfrewshire Council","West Central Job Rotation (Workforce Development)","ESF","168634","N/A","421584","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 1QS","55.846654","-4.5331259"
"P2","Renfrewshire Council","Job Retention & Workforce Development (JRWD) Phase 2","ESF","308678","N/A","771694","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 1QS","55.846654","-4.5331259"
"P2","Routes to Work South","Upskilling Local Employment Partnership Employees (ULEPE)","ESF","259210","N/A","619210","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Glasgow","G72 7EX","55.8194508","-4.1658646"
"P2","Scottish Chambers of Commerce","Business Mentoring Scotland","ESF","745018","N/A","1727236","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1EQ","55.8615204","-4.251698"
"P2","Scottish Council for Voluntary Organisations","Women and Leadership","ESF","108593","N/A","241371","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3 6BB","55.9597201","-3.1904754"
"P2","Scottish Council for Voluntary Organisations","Moving On","ESF","91122","N/A","202494","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3 6BB","55.9597201","-3.1904754"
"P2","Scottish Council for Voluntary Organisations","Sustaining Future Jobs","ESF","681680","N/A","1515181","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3 6BB","55.9597201","-3.1904754"
"P2","Scottish Enterprise","Smart Exporter","ESF","2689934","N/A","5977632","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","SCOTTISH FEDERATION OF MEAT TRADERS","Cut it in Scotland","ESF","293060","N/A","651388","N/A","N/A","Scotland","Lowlands and Uplands","Second","Perth and Kinross","Perth","PH2 0JW","56.3921758","-3.4418231"
"P2","Scottish Trades Union Congress","Training for the Union Learning Programme 2009- 11","ESF","1070654","N/A","3277539","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G3 6NG","55.872578","-4.27897"
"P2","Skills Development Scotland","Responding to Redundancy","ESF","652412","N/A","1517236","N/A","N/A","Scotland","Lowlands and Uplands","Second","Scottish Borders","Galashiels","TD1 1QA","55.6221714","-2.8210352"
"P2","Skills Development Scotland","Supporting Business Through Recovery","ESF","20716981","N/A","46037736","N/A","N/A","Scotland","Lowlands and Uplands","Second","Scottish Borders","Galashiels","TD1 1QA","55.6221714","-2.8210352"
"P2","South Lanarkshire Council","Childcare Training","ESF","479629","N/A","1065846","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Lanark","ML11 9TA","55.6735909","-3.7819661"
"P2","South Lanarkshire Council","Moving On - Progressing through employment","ESF","182700","N/A","406000","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Lanark","ML11 9TA","55.6735909","-3.7819661"
"P2","The Action Group","Progressing to Better Real Jobs","ESF","410929","N/A","924222","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 5QY","55.9613508","-3.1667863"
"P2","The Robert Gordon University","Business Skills for Growth","ESF","195692","N/A","406154","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeen City","Aberdeen","AB10","57.1200538","-2.1364951"
"P2","The Saltire Foundation","The Saltire Fellowship","ESF","413742","N/A","923742","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 1RD","55.8602076","-4.2424151"
"P2","The Scottish Government","Support for Redundant Modern Apprentices","ESF","625123","N/A","1389163","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH1 3DG","55.9537024","-3.1827618"
"P2","The Scottish Government","ScotAction MA Support Packages","ESF","236983","N/A","718421","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH1 3DG","55.9537024","-3.1827618"
"P2","The Scottish Government","ScotAction Apprenticeship Support Packages","ESF","463720","N/A","1030490","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH1 3DG","55.9537024","-3.1827618"
"P2","The Thistle Foundation","Ordinary People, Extraordinary Support","ESF","522829","N/A","1227203","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","N/A","55.9341894","-3.1684658"
"P2","The Wise Group","STEP UP (Workforce Development)","ESF","148702","N/A","391321","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P2","The Wise Group","Wise Futures","ESF","207369","N/A","545709","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P2","University of Abertay Dundee","embreonix","ESF","132844","N/A","295210","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4631689","-2.9735506"
"P2","West Lothian College","West Lothian SME Workforce Development","ESF","229293","N/A","948149","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Lothian","Livingston","EH54 7EY","55.882646","-3.5253231"
"P2","Workers' Educational Association","WEA Employee JobRotation (Ayrshire)","ESF","304347","N/A","742309","N/A","N/A","Scotland","Lowlands and Uplands","Second","Highland","Inverness","IV1 1DR","57.4785912","-4.2269155"
"P2","Workers' Educational Association","P2- WEA Sustaining Employmeny Programme","ESF","191261","N/A","425084","N/A","N/A","Scotland","Lowlands and Uplands","Second","Highland","Inverness","IV1 1DR","57.4785912","-4.2269155"
"P3","Angus College","Virtual Learning for Angus","ESF","120302","N/A","267340","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P3","Angus College","ELE - Enhancing the Learning Environment","ESF","216461","N/A","481024","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P3","Coatbridge College","Learning for Employment for Migrants","ESF","87010","N/A","217525","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Coatbridge","ML5","55.8639821","-4.0159301"
"P3","Coatbridge College","Improving Access to Science","ESF","116852","N/A","292129","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Coatbridge","ML5","55.8639821","-4.0159301"
"P3","Dundee College","Microgeneration Skills","ESF","223328","N/A","496285","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P3","Edinburgh Business Development","Industry Alliance for Jobs Hubs Infrastructure","ESF","742400","N/A","1649815","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7","55.9615278","-3.1810872"
"P3","Glasgow City Council","National Progression Award - Preparing For Work and Business","ESF","123203","N/A","314803","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P3","Kibble Education and Care","The Learning Zone","ESF","192316","N/A","480792","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 2LH","55.8569275","-4.4375798"
"P3","North Lanarkshire Council","Learning Pathways To Employment *","ESF","181748","N/A","454370","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Airdrie","ML6 6BN","55.8654528","-3.982917"
"P3","Reid Kerr College","Greater Opportunities and Access to Learning","ESF","967146","N/A","2149215","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3","55.8561776","-4.4154495"
"P3","Remploy Ltd","Upskilling Disability Employment Programme Delivery","ESF","178780","N/A","397289","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4","56.1073066","-3.3768591"
"P3","Rosemount Lifelong Learning","Rosemount Lifelong Learning Research Project","ESF","387279","N/A","860619","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G21 2NU","55.8696321","-4.2292895"
"P3","Scotland's Learning Partnership","The 3 R's Campaign","ESF","2163058","N/A","4806794","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH2 3JZ","55.953451","-3.2023826"
"P3","Scotland's Learning Partnership","Learning Support Network","ESF","656543","N/A","1458984","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH2 3JZ","55.953451","-3.2023826"
"P3","Scottish Qualifications Authority","TranSETT","ESF","609228","N/A","1353841","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2","55.8578505","-4.2610611"
"P3","Scottish Qualifications Authority","S4S (Skills for Scotland)","ESF","152733","N/A","339407","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2","55.8578505","-4.2610611"
"P3","Scottish Qualifications Authority","TranSETT2","ESF","1069483","N/A","2376629","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2","55.8578505","-4.2610611"
"P3","Scottish Qualifications Authority","S4S2","ESF","299168","N/A","664819","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2","55.8578505","-4.2610611"
"P3","Scottish Qualifications Authority","TSOL Innovation","ESF","184582","N/A","410182","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2","55.8578505","-4.2610611"
"P3","Scottish Trades Union Congress","Union Learning Programme for Scotland","ESF","429346","N/A","1205333","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G3 6NG","55.872578","-4.27897"
"P3","South Lanarkshire Council","Core Connex","ESF","270252","N/A","600562","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Lanark","ML11 9TA","55.6735909","-3.7819661"
"P5","Aberdeen City Council","Youth Employment Scotland - Aberdeen City","ESF","184566","N/A","461415","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeen City","Aberdeen","AB10","57.1482004","-2.0960954"
"P5","Aberdeenshire Council","Work 4 U","ESF","351450","N/A","781000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeenshire","Inverurie","AB51","57.2840705","-2.3918716"
"P5","Aberdeenshire Council","Aberdeenshire Youth Employment","ESF","38626","N/A","96564","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeenshire","Inverurie","AB51","57.2840705","-2.3918716"
"P5","Action for Children","p5-thirdsector-subproject10-AFC-2","ESF","888966","N/A","1975482","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Sanquhar","DG4 6RB","55.3804469","-3.992437"
"P5","Angus Council","Angus Youth Employment Initiative 2","ESF","12712","N/A","31781","N/A","N/A","Scotland","Lowlands and Uplands","Second","Angus","Forfar","DD8 1BX","56.6439447","-2.8908916"
"P5","Apex Scotland","P5 – Third Sector – Sub Project 6 – Apex.","ESF","430000","N/A","977588","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3","55.8532449","-4.4232344"
"P5","City of Edinburgh Council","Edinburgh Partnership Strategic Skills Pipeline","ESF","4106347","N/A","9125247","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 8BG","55.9516758","-3.1834373"
"P5","City of Edinburgh Council","Edinburgh Jobs Fund","ESF","466921","N/A","1167303","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 8BG","55.9516758","-3.1834373"
"P5","Clackmannanshire Council","Clackmannanshire Works 2011","ESF","941439","N/A","2353597","N/A","N/A","Scotland","Lowlands and Uplands","Second","Clackmannanshire","Alloa","FK10 1EB","56.113117","-3.7919727"
"P5","Clackmannanshire Council","YES Clackmannanshire","ESF","26154","N/A","65384","N/A","N/A","Scotland","Lowlands and Uplands","Second","Clackmannanshire","Alloa","FK10 1EB","56.113117","-3.7919727"
"P5","Cornerstone Community Care","P5 - Third Sector – Sub Project 8 - Cornerstone","ESF","429693","N/A","954874","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD4 6JF","56.4678944","-2.9491878"
"P5","Dumfries and Galloway Council","Youth Employment Scotland (D & G)","ESF","76930","N/A","192325","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1","55.0706286","-3.604998"
"P5","Dundee City Council","Dundee European Programme Phase 3","ESF","1344387","N/A","3632186","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P5","Dundee City Council","Dundee Youth Employment Initiative ERI","ESF","258425","N/A","646064","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P5","East Ayrshire Council","East Ayrshire Works","ESF","1890749","N/A","4201665","N/A","N/A","Scotland","Lowlands and Uplands","Second","East Ayrshire","Galston","KA4 8AA","55.6006357","-4.3836242"
"P5","East Lothian Council","East Lothian Employer Recruitment Initiative","ESF","84459","N/A","211147","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Lothian","Linlithgow","EH49 6EP","55.9736622","-3.6124205"
"P5","ENABLE Scotland","P5 Third Sector Consortium - Sub Project 7 - ENABLE","ESF","987995","N/A","2195545","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH16 4TD","55.9263534","-3.1541856"
"P5","Falkirk Council","Backing Falkirk's Future","ESF","469106","N/A","1090943","N/A","N/A","Scotland","Lowlands and Uplands","Second","Falkirk","Grangemouth","FK3 8LL","56.0018775","-3.7839131"
"P5","Falkirk Council","Backing Falkirk's Future-2","ESF","228321","N/A","570803","N/A","N/A","Scotland","Lowlands and Uplands","Second","Falkirk","Grangemouth","FK3 8LL","56.0018775","-3.7839131"
"P5","Fife Council","Fife Employability Pathway","ESF","3465470","N/A","10183637","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4 8AJ","56.0845546","-3.37538"
"P5","Fife Council","Fife's Youth Employment Scotland Fund","ESF","294427","N/A","736067","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4 8AJ","56.0845546","-3.37538"
"P5","Glasgow City Council","Glasgow Works 2011-13","ESF","7784125","N/A","18276809","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P5","Glasgow City Council","Glasgows Youth Employment Scotland","ESF","564200","N/A","1410500","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P5","Inverclyde Council","Inverclyde Employability Skills Pipeline","ESF","1129607","N/A","4021575","N/A","N/A","Scotland","Lowlands and Uplands","Second","Inverclyde","Greenock","PA15 1LY","55.9470377","-4.7585271"
"P5","Inverclyde Council","Inverclyde - Youth Employment Scotland","ESF","184866","N/A","462164","N/A","N/A","Scotland","Lowlands and Uplands","Second","Inverclyde","Greenock","PA15 1LY","55.9470377","-4.7585271"
"P5","Kibble Education and Care","P5 - Third Sector – Sub Project 12 - Kibble","ESF","710853","N/A","1984344","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 2LH","55.8569275","-4.4375798"
"P5","Momentum Scotland","P5 Third Sector Consortium – Sub Project 4 - Momentum","ESF","308151","N/A","684787","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P5","North Ayrshire Council","North Ayrshire Employability Pipeline","ESF","1596700","N/A","3991752","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Ayrshire","Isle of Cumbrae","KA28","55.7535865","-4.9286167"
"P5","North Lanarkshire Council","North Lanarkshire’s Working Skills Pipeline","ESF","4815185","N/A","10700413","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Airdrie","ML6 6BN","55.8654528","-3.982917"
"P5","North Lanarkshire Council","Youth Employment Scotland North Lanarkshire","ESF","265538","N/A","663845","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Airdrie","ML6 6BN","55.8654528","-3.982917"
"P5","Perth and Kinross Council","Perth & Kinross Youth Wage Incentive","ESF","75038","N/A","187594","N/A","N/A","Scotland","Lowlands and Uplands","Second","Perth and Kinross","Perth","PH1 5GD","56.3978058","-3.4317003"
"P5","Renfrewshire Council","Renfrewshire Employment Partnership - RWf+ Programme","ESF","2604360","N/A","5798326","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 1QS","55.846654","-4.5331259"
"P5","Renfrewshire Council","Renfrewshire ERI","ESF","295049","N/A","737623","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 1QS","55.846654","-4.5331259"
"P5","Right Track Scotland Ltd","P5 - Third Sector Consortium - Sub Project 9 - Right Track","ESF","857762","N/A","1906152","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P5","Scottish Association for Mental Health","P5 National Third Sector Consortium - Sub Project 11 - SAMH","ESF","519381","N/A","1154180","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 1UZ","55.8584724","-4.2476622"
"P5","Scottish Trades Union Congress","Union Learning Programme for Scotland 2011- 2013","ESF","1595063","N/A","4310978","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G3 6NG","55.872578","-4.27897"
"P5","Skills Development Scotland","Local Training Opportunities - LUPS","ESF","12225120","N/A","42034556","N/A","N/A","Scotland","Lowlands and Uplands","Second","Scottish Borders","Galashiels","TD1 1QA","55.6221714","-2.8210352"
"P5","South Lanarkshire Council","South Lanarkshire Works 4 U","ESF","3590906","N/A","7981667","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Lanark","ML11 9TA","55.6735909","-3.7819661"
"P5","South Lanarkshire Council","Youth Employment Scotland - South Lanarkshire Jobs Fund","ESF","325605","N/A","814012","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Lanark","ML11 9TA","55.6735909","-3.7819661"
"P5","Stirling Council","Stirling's Pipeline","ESF","415893","N/A","924207","N/A","N/A","Scotland","Lowlands and Uplands","Second","Stirling","Stirling","N/A","56.1165227","-3.9369029"
"P5","Stirling Council","Stirling's Youth ERI","ESF","45063","N/A","112658","N/A","N/A","Scotland","Lowlands and Uplands","Second","Stirling","Stirling","N/A","56.1165227","-3.9369029"
"P5","The Moray Council","Youth Employment Moray","ESF","41607","N/A","104018","N/A","N/A","Scotland","Lowlands and Uplands","Second","Moray","Elgin","IV30 1BX","57.6483463","-3.3136847"
